400,400,200,200,66247,1.7947e+06,200.09
400,400,196,200,52826,1.7813e+06,200.09
400,400,192,200,41069,1.7695e+06,200.09
400,400,188,200,37123,1.7656e+06,197.99
400,400,184,200,37123,1.7656e+06,194.78
400,400,180,200,37123,1.7656e+06,191.71
400,400,176,200,37123,1.7656e+06,188.78
400,400,172,200,37123,1.7656e+06,185.99
400,400,168,200,37123,1.7656e+06,183.34
400,400,164,200,37123,1.7656e+06,180.83
400,400,160,200,37123,1.7656e+06,178.45
395,400,200,200,36395,1.7648e+06,200.09
395,400,196,200,23068,1.7515e+06,200.09
395,400,192,200,18178,1.7466e+06,197.88
395,400,188,200,18178,1.7466e+06,194.28
395,400,184,200,18178,1.7466e+06,190.8
395,400,180,200,18178,1.7466e+06,187.45
395,400,176,200,18178,1.7466e+06,184.23
395,400,172,200,18178,1.7466e+06,181.14
395,400,168,200,18178,1.7466e+06,178.18
395,400,164,200,18178,1.7466e+06,175.35
395,400,160,200,18178,1.7466e+06,172.64
390,400,200,200,8793.5,1.7372e+06,200.09
390,400,196,200,822.98,1.7293e+06,198.41
390,400,192,200,822.98,1.7293e+06,194.41
390,400,188,200,822.98,1.7293e+06,190.53
390,400,184,200,822.98,1.7293e+06,186.75
390,400,180,200,822.98,1.7293e+06,183.09
390,400,176,200,822.98,1.7293e+06,179.53
390,400,172,200,822.98,1.7293e+06,176.09
390,400,168,200,822.98,1.7293e+06,172.75
390,400,164,200,822.98,1.7293e+06,169.53
390,400,160,200,822.98,1.7293e+06,166.41
385,400,200,200,7244.7,1.7357e+06,200.09
385,400,196,200,0,1.7285e+06,198.17
385,400,192,200,0,1.7285e+06,194.16
385,400,188,200,0,1.7285e+06,190.25
385,400,184,200,0,1.7285e+06,186.45
385,400,180,200,0,1.7285e+06,182.76
385,400,176,200,0,1.7285e+06,179.18
385,400,172,200,0,1.7285e+06,175.71
385,400,168,200,0,1.7285e+06,172.34
385,400,164,200,0,1.7285e+06,169.08
385,400,160,200,0,1.7285e+06,165.93
380,400,200,200,7244.7,1.7357e+06,200.09
380,400,196,200,0,1.7285e+06,198.17
380,400,192,200,0,1.7285e+06,194.16
380,400,188,200,0,1.7285e+06,190.25
380,400,184,200,0,1.7285e+06,186.45
380,400,180,200,0,1.7285e+06,182.76
380,400,176,200,0,1.7285e+06,179.18
380,400,172,200,0,1.7285e+06,175.71
380,400,168,200,0,1.7285e+06,172.34
380,400,164,200,0,1.7285e+06,169.08
380,400,160,200,0,1.7285e+06,165.93
375,400,200,200,7244.7,1.7357e+06,200.09
375,400,196,200,0,1.7285e+06,198.17
375,400,192,200,0,1.7285e+06,194.16
375,400,188,200,0,1.7285e+06,190.25
375,400,184,200,0,1.7285e+06,186.45
375,400,180,200,0,1.7285e+06,182.76
375,400,176,200,0,1.7285e+06,179.18
375,400,172,200,0,1.7285e+06,175.71
375,400,168,200,0,1.7285e+06,172.34
375,400,164,200,0,1.7285e+06,169.08
375,400,160,200,0,1.7285e+06,165.93
370,400,200,200,7244.7,1.7357e+06,200.09
370,400,196,200,0,1.7285e+06,198.17
370,400,192,200,0,1.7285e+06,194.16
370,400,188,200,0,1.7285e+06,190.25
370,400,184,200,0,1.7285e+06,186.45
370,400,180,200,0,1.7285e+06,182.76
370,400,176,200,0,1.7285e+06,179.18
370,400,172,200,0,1.7285e+06,175.71
370,400,168,200,0,1.7285e+06,172.34
370,400,164,200,0,1.7285e+06,169.08
370,400,160,200,0,1.7285e+06,165.93
365,400,200,200,7244.7,1.7357e+06,200.09
365,400,196,200,0,1.7285e+06,198.17
365,400,192,200,0,1.7285e+06,194.16
365,400,188,200,0,1.7285e+06,190.25
365,400,184,200,0,1.7285e+06,186.45
365,400,180,200,0,1.7285e+06,182.76
365,400,176,200,0,1.7285e+06,179.18
365,400,172,200,0,1.7285e+06,175.71
365,400,168,200,0,1.7285e+06,172.34
365,400,164,200,0,1.7285e+06,169.08
365,400,160,200,0,1.7285e+06,165.93
360,400,200,200,7244.7,1.7357e+06,200.09
360,400,196,200,0,1.7285e+06,198.17
360,400,192,200,0,1.7285e+06,194.16
360,400,188,200,0,1.7285e+06,190.25
360,400,184,200,0,1.7285e+06,186.45
360,400,180,200,0,1.7285e+06,182.76
360,400,176,200,0,1.7285e+06,179.18
360,400,172,200,0,1.7285e+06,175.71
360,400,168,200,0,1.7285e+06,172.34
360,400,164,200,0,1.7285e+06,169.08
360,400,160,200,0,1.7285e+06,165.93
355,400,200,200,7244.7,1.7357e+06,200.09
355,400,196,200,0,1.7285e+06,198.17
355,400,192,200,0,1.7285e+06,194.16
355,400,188,200,0,1.7285e+06,190.25
355,400,184,200,0,1.7285e+06,186.45
355,400,180,200,0,1.7285e+06,182.76
355,400,176,200,0,1.7285e+06,179.18
355,400,172,200,0,1.7285e+06,175.71
355,400,168,200,0,1.7285e+06,172.34
355,400,164,200,0,1.7285e+06,169.08
355,400,160,200,0,1.7285e+06,165.93
350,400,200,200,7244.7,1.7357e+06,200.09
350,400,196,200,0,1.7285e+06,198.17
350,400,192,200,0,1.7285e+06,194.16
350,400,188,200,0,1.7285e+06,190.25
350,400,184,200,0,1.7285e+06,186.45
350,400,180,200,0,1.7285e+06,182.76
350,400,176,200,0,1.7285e+06,179.18
350,400,172,200,0,1.7285e+06,175.71
350,400,168,200,0,1.7285e+06,172.34
350,400,164,200,0,1.7285e+06,169.08
350,400,160,200,0,1.7285e+06,165.93
